date,open,high,low,close,pct_change
2009-11-26,29392.8,29896.8,27921.6,28212.7,-0.01590584853865018
2009-11-27,27672.5,28295.3,26868.4,27251.1,-0.03408394092022393
2009-11-30,27231.2,28274.8,27046.1,28116.4,0.031752846674079294
2009-12-01,28161.5,29023.4,27794.0,28777.9,0.0235271940931272
2009-12-02,28947.1,29629.9,28604.1,29212.8,0.015112291028879676
2009-12-03,29049.2,29603.1,28528.5,29199.0,-0.00047239566217549545
2009-12-04,29686.8,30410.8,28514.8,29481.8,0.009685263193945026
2009-12-07,29182.1,29888.0,28842.9,29552.9,0.0024116573614909598
2009-12-08,29173.8,29559.0,28502.1,28974.4,-0.019575067083095088
2009-12-09,27991.9,28471.5,27489.4,27820.6,-0.039821359544977786
2009-12-10,27151.9,27596.3,26773.1,27202.5,-0.022217349733650527
2009-12-11,26496.3,26869.5,26142.4,26395.4,-0.02967006708942188
2009-12-14,26002.1,26424.5,25216.6,26072.3,-0.012240769224940773
2009-12-15,25563.1,26019.5,25223.9,25564.4,-0.019480444763216087
2009-12-16,24997.6,25445.6,24666.4,24933.9,-0.024663203517391374
2009-12-17,24521.1,24773.9,23658.9,23826.6,-0.04440941850252078
2009-12-18,23229.9,23516.3,22449.5,22720.0,-0.046443890441775104
2009-12-21,22057.6,22492.7,21737.3,22273.4,-0.019656690140845035
2009-12-22,21892.1,22106.4,21054.2,21247.4,-0.04606391480420591
2009-12-23,20735.4,21234.6,20544.4,21043.9,-0.00957764244095749
2009-12-24,20985.4,21745.2,20827.3,21602.2,0.026530253422607064
2009-12-25,21274.6,21640.3,21004.8,21320.8,-0.01302645100961941
2009-12-28,21193.0,21707.4,21078.1,21486.2,0.007757682638550145
2009-12-29,21394.2,21691.9,21035.8,21475.6,-0.0004933399111989312
2009-12-30,21721.0,22133.0,21383.5,21836.5,0.016805118366890914
2009-12-31,21820.5,22202.2,21578.9,21976.3,0.006402124882650684
2010-01-04,22021.7,22345.3,21632.3,21864.6,-0.005082748233324108
2010-01-05,22228.6,22711.5,21833.0,22424.4,0.02560302955462257
2010-01-06,22650.0,23102.3,22331.7,22592.6,0.007500758102780836
2010-01-07,22823.8,23156.5,22153.4,22405.9,-0.008263767782371145
2010-01-08,22132.1,22587.2,21808.2,22416.7,0.0004820158975984423
2010-01-11,24059.4,24450.6,23258.7,23683.6,0.056515901091596765
2010-01-12,23981.8,24652.9,23608.9,24441.7,0.03200949180023316
2010-01-13,24486.6,25156.4,24083.7,24521.9,0.0032812774888817398
2010-01-14,24769.6,25453.8,24502.3,25209.8,0.028052475542270194
2010-01-15,25231.8,25685.1,24888.6,25337.1,0.005049623559091998
2010-01-18,25362.0,25913.6,25036.2,25670.3,0.01315067628102673
2010-01-19,25696.1,26123.4,25313.6,25694.1,0.000927141482569338
2010-01-20,26119.7,26415.2,24944.6,25192.0,-0.019541451150264066
2010-01-21,24908.5,25432.8,24483.3,25011.7,-0.007157033979040883
2010-01-22,24739.8,25156.6,23882.7,24507.4,-0.02016256392008542
2010-01-25,23682.3,24172.1,23296.7,23544.9,-0.03927385197940214
2010-01-26,23119.8,23382.3,22053.3,22344.6,-0.0509791929462432
2010-01-27,21728.3,22117.2,21222.9,21537.1,-0.0361384853611163
2010-01-28,20955.4,21402.2,20666.7,21175.6,-0.016784989622558255
2010-01-29,20650.8,21288.3,20462.2,20863.8,-0.014724494229207186
2010-02-01,20571.4,20870.8,19899.2,20337.4,-0.02523030320459352
2010-02-02,20111.2,20545.8,19763.9,19938.1,-0.019633778162400417
2010-02-03,19940.0,20486.5,19284.1,20317.4,0.019023878905211733
2010-02-04,20055.6,20625.0,19808.6,20312.5,-0.00024117259098122013
2010-02-05,19773.8,20262.3,19394.9,19775.3,-0.026446769230769274
2010-02-08,19141.5,19538.0,18861.1,19203.3,-0.028924972061106557
2010-02-09,18546.7,18912.3,18322.2,18618.9,-0.030432269453687488
2010-02-10,18183.7,18455.0,17975.4,18298.7,-0.017197578804333258
2010-02-11,17775.6,18014.6,17559.1,17736.8,-0.03070709941143368
2010-02-12,17303.0,17600.3,17157.4,17457.7,-0.015735645663253695
2010-02-22,17087.6,17396.2,16864.0,17093.8,-0.020844670260114495
2010-02-23,16991.5,17282.7,16599.1,17072.4,-0.0012519158993318236
2010-02-24,17050.9,17574.6,16890.4,17456.4,0.02249244394461236
2010-02-25,17949.5,18400.4,17813.8,18206.7,0.042981370729360036
2010-02-26,18408.1,18737.3,18195.2,18443.4,0.01300070853037627
2010-03-01,18801.2,19239.6,18641.6,19035.2,0.03208735916371164
2010-03-02,19274.3,19559.5,18956.9,19226.0,0.010023535345044854
2010-03-03,19594.3,20018.8,19361.4,19816.0,0.030687610527410758
2010-03-04,20264.7,20522.9,19446.0,19594.6,-0.011172789664917304
2010-03-05,19451.8,19828.9,19184.4,19507.9,-0.004424688434568558
2010-03-08,19250.9,19613.5,19076.7,19400.2,-0.005520840274965577
2010-03-09,19293.6,19615.4,18985.9,19354.9,-0.0023350274739435406
2010-03-10,19155.6,19408.7,18767.8,18976.3,-0.01956093805702963
2010-03-11,18763.5,19038.5,18428.5,18719.6,-0.013527399967327658
2010-03-12,18445.8,18657.5,18075.6,18184.8,-0.02856898651680584
2010-03-15,17758.7,17957.6,17380.8,17613.1,-0.031438344111565764
2010-03-16,17174.0,17450.4,16971.8,17313.1,-0.017032776740040112
2010-03-17,17345.7,17822.8,17229.6,17735.7,0.02440926235047458
2010-03-18,17831.6,18111.3,17626.6,17829.6,0.005294406197668966
2010-03-19,17867.1,18172.8,17667.6,18003.2,0.009736617759231958
2010-03-22,18096.7,18387.3,17890.2,18180.0,0.009820476359758246
2010-03-23,18245.5,18472.4,17947.2,18135.1,-0.0024697469746975953
2010-03-24,18170.4,18487.5,17985.3,18219.7,0.004664986683282857
2010-03-25,18264.7,18477.7,17884.4,18081.0,-0.007612639066505
2010-03-26,18064.3,18517.8,17901.2,18335.8,0.014092140921409202
2010-03-29,18944.9,19345.3,18725.6,19117.8,0.04264880725138798
2010-03-30,19323.4,19634.7,19129.2,19436.6,0.016675558903221033
2010-03-31,19618.2,19915.2,19363.4,19635.6,0.010238416183900423
2010-04-01,20128.0,20621.8,20010.0,20414.9,0.03968811750086587
2010-04-02,20862.6,21201.0,20632.2,20932.6,0.025358929017531118
2010-04-06,21291.3,21614.6,20965.1,21286.9,0.01692575217603176
2010-04-07,21326.8,21614.0,21020.2,21366.5,0.0037393890139005848
2010-04-08,21593.2,21931.2,21250.9,21522.3,0.0072917885474925725
2010-04-09,21676.2,22138.1,21510.0,21970.1,0.020806326461391134
2010-04-12,22676.4,23103.9,22251.1,22692.1,0.03286284541262896
2010-04-13,23457.5,23870.7,22533.7,23265.2,0.025255485389188426
2010-04-14,23224.7,23720.3,22934.8,23469.3,0.008772759314340739
2010-04-15,23553.8,23854.8,23008.8,23321.3,-0.006306110535891585
2010-04-16,22899.0,23255.5,22490.1,22865.5,-0.019544365022532983
2010-04-19,23043.0,23373.9,22065.5,22225.6,-0.02798539284074264
2010-04-20,22263.9,22806.6,21702.7,22471.4,0.011059318983514643
2010-04-21,22773.8,23559.0,22544.6,23369.4,0.03996190713529191
2010-04-22,23601.8,24123.4,23174.5,23669.3,0.012833020959031716
2010-04-23,23703.5,24199.8,23262.4,23590.9,-0.003312307503812839
2010-04-26,23431.7,23867.0,22998.1,23343.0,-0.010508289213213673
2010-04-27,23262.7,23471.9,22219.7,22796.9,-0.023394593668337293
2010-04-28,22507.8,23098.8,22116.7,22644.7,-0.006676346345336426
2010-04-29,22475.8,22842.3,21692.2,21811.5,-0.03679448171095223
2010-04-30,21531.9,21837.6,20622.8,21231.7,-0.02658230749833801
2010-05-04,20155.8,20873.8,19858.9,20458.5,-0.03641724402662061
2010-05-05,20156.2,20968.9,19839.9,20836.3,0.018466652002834927
2010-05-06,20701.8,21006.1,19893.3,20030.2,-0.03868729092977152
2010-05-07,19473.8,20171.3,19096.0,19579.1,-0.02252099330011692
2010-05-10,19394.9,19816.9,18633.9,19166.5,-0.02107349163138239
2010-05-11,19405.4,19598.2,18345.5,18540.1,-0.03268202332194203
2010-05-12,18126.5,18573.5,17537.1,18048.3,-0.026526286265985632
2010-05-13,17840.5,18417.6,17478.8,18314.2,0.014732689505382757
2010-05-14,17882.4,18323.3,17641.6,18044.0,-0.014753579189918264
2010-05-17,17573.2,17790.5,16683.6,16785.3,-0.06975726003103533
2010-05-18,16674.0,17249.3,16243.3,17022.1,0.014107582229688997
2010-05-19,16654.1,17167.2,16397.8,16813.2,-0.012272281328390644
2010-05-20,16390.9,16842.1,16085.3,16254.1,-0.033253634049437375
2010-05-21,15763.1,16679.4,15578.1,16575.2,0.01975501565758786
2010-05-24,17082.6,17890.3,17010.6,17683.3,0.06685288865292716
2010-05-25,17586.5,17899.5,17230.9,17525.1,-0.00894629396096891
2010-05-26,17226.3,17575.9,16999.6,17287.2,-0.013574815550267738
2010-05-27,17213.7,17747.5,16919.1,17606.6,0.01847609792216187
2010-05-28,17826.9,18069.4,17440.4,17677.8,0.004043938068678754
2010-05-31,17478.4,17761.9,16939.0,17026.2,-0.03685979024539243
2010-06-01,16693.9,17011.7,16177.4,16608.5,-0.024532778893705087
2010-06-02,16172.7,16573.5,15879.9,16470.5,-0.008308998404431445
2010-06-03,16408.6,16688.7,16091.6,16201.4,-0.016338301812331202
2010-06-04,15734.3,16124.4,15549.9,15967.7,-0.014424679348698177
2010-06-07,15475.0,15931.8,15291.0,15718.9,-0.015581455062407268
2010-06-08,15516.5,15868.0,15322.0,15655.4,-0.00403972288137211
2010-06-09,16001.2,16493.0,15795.5,16347.4,0.044202000587656665
2010-06-10,16261.2,16611.5,16100.9,16350.5,0.00018963260212645494
2010-06-11,16298.8,16529.6,16029.6,16190.0,-0.00981621357145046
2010-06-17,16069.8,16269.3,15688.6,15776.3,-0.025552810376775814
2010-06-18,15667.7,15858.4,15006.4,15176.2,-0.03803806976287205
2010-06-21,15135.3,15727.3,14898.8,15621.5,0.029341996020084027
2010-06-22,15391.8,15718.6,15259.7,15502.8,-0.007598502064462442
2010-06-23,15217.8,15489.8,14958.5,15238.5,-0.017048533168201874
2010-06-24,14770.6,15003.9,14588.8,14790.5,-0.029399219083243056
2010-06-25,14477.1,14640.2,14141.2,14340.2,-0.030445218214394276
2010-06-28,13968.9,14138.2,13659.3,13791.4,-0.0382700380747828
2010-06-29,13865.1,13995.4,13018.9,13122.0,-0.04853749438055599
2010-06-30,12804.5,13020.3,12459.9,12746.0,-0.02865416857186409
2010-07-01,12460.8,12693.9,12185.7,12314.0,-0.03389298603483448
2010-07-02,12282.2,12505.6,11723.0,12264.3,-0.004036056521033005
2010-07-05,11866.6,12122.9,11613.0,11937.6,-0.02663829162691711
2010-07-06,11850.9,12301.8,11783.7,12203.6,0.022282535853102692
2010-07-07,12113.3,12363.3,11972.0,12251.6,0.003933265593759172
2010-07-08,12175.3,12339.8,11929.8,12091.4,-0.013075843155179845
2010-07-09,12410.1,12916.3,12254.5,12767.3,0.05589923416643239
2010-07-12,13015.0,13357.6,12881.5,13159.7,0.030734767726927403
2010-07-13,13064.6,13238.8,12781.1,13009.3,-0.011428831964254593
2010-07-14,13079.3,13408.8,12965.9,13153.6,0.011092064907412436
2010-07-15,13152.0,13362.6,12812.6,12888.8,-0.020131370879455157
2010-07-16,12679.3,12933.9,12467.5,12826.3,-0.00484917137359564
2010-07-19,12919.0,13483.6,12826.5,13388.4,0.04382401783834777
2010-07-20,13976.0,14458.5,13898.1,14329.7,0.07030713154671209
2010-07-21,14797.9,15105.1,14617.1,14813.4,0.03375506814518081
2010-07-22,14966.8,15358.9,14857.4,15246.7,0.029250543426897258
2010-07-23,15536.8,15765.7,15270.7,15550.0,0.019892829267972756
2010-07-26,15679.5,15973.9,15490.9,15821.2,0.017440514469453383
2010-07-27,15858.1,16095.9,15650.6,15852.1,0.00195307562005409
2010-07-28,16367.3,16903.2,16240.8,16780.3,0.05855375628465631
2010-07-29,17347.0,17686.2,17114.4,17436.8,0.03912325762948221
2010-07-30,17436.0,17674.9,17155.5,17452.0,0.0008717195815746148
2010-08-02,17714.5,18172.6,17600.8,18033.0,0.03329131331652535
2010-08-03,18510.3,18780.1,18076.0,18169.7,0.007580546775356245
2010-08-04,18271.5,18645.1,17945.2,18517.4,0.01913625431350008
2010-08-05,18700.4,19030.9,18399.0,18693.3,0.009499173750094458
2010-08-06,18972.1,19485.4,18693.6,19369.6,0.03617873783655101
2010-08-09,19660.4,20110.4,19478.6,19901.5,0.02746055674871961
2010-08-10,20241.1,20456.3,19455.3,19542.5,-0.018038841293369856
2010-08-11,19262.2,19746.7,19115.1,19547.3,0.00024561852373028437
2010-08-12,19250.5,19692.1,18990.2,19235.4,-0.015956167859499715
2010-08-13,19074.2,19510.0,18835.4,19400.5,0.008583133181529812
2010-08-16,19748.6,20394.1,19597.9,20218.3,0.04215355274348598
2010-08-17,20507.0,20889.2,20257.4,20636.2,0.020669393569192396
2010-08-18,20904.3,21248.8,20554.9,20897.0,0.012637985675657326
2010-08-19,21123.8,21535.8,20837.0,21200.7,0.014533186581806135
2010-08-20,21310.2,21588.6,20746.8,20967.3,-0.011009070455220926
2010-08-23,20705.6,21162.4,20485.4,20829.9,-0.0065530611952897555
2010-08-24,20683.1,21174.5,20405.1,20910.1,0.003850234518648632
2010-08-25,20725.2,21028.6,20240.0,20406.5,-0.024084055073863797
2010-08-26,20200.4,20566.3,19926.7,20260.6,-0.00714968269914007
2010-08-27,19841.5,20173.9,19591.2,19978.6,-0.013918640119246262
2010-08-30,20301.9,20864.8,20152.6,20705.4,0.0363789254502318
2010-08-31,20922.5,21418.4,20661.9,21133.2,0.020661276768379144
2010-09-01,21555.9,21942.7,20898.1,21297.8,0.007788692673139863
2010-09-02,21824.6,22345.0,21528.0,22053.1,0.035463756819953174
2010-09-03,22444.3,22940.8,22052.4,22562.2,0.023085189837256603
2010-09-06,23105.1,23591.4,22602.4,23034.0,0.020911081366178808
2010-09-07,22942.3,23370.2,22609.7,23115.4,0.0035339063992358977
2010-09-08,23067.8,23605.9,22783.9,23365.7,0.010828278982842665
2010-09-09,23721.9,24102.5,23069.1,23344.2,-0.0009201521888922981
2010-09-10,23363.9,23879.2,22864.1,23512.2,0.007196648418022367
2010-09-13,23624.9,24261.2,23377.0,23962.1,0.019134747067479863
2010-09-14,24039.5,24488.8,23671.3,24065.2,0.004302627899892109
2010-09-15,24088.5,24417.3,23390.9,23640.6,-0.01764373452121748
2010-09-16,23525.2,23846.7,22605.6,23059.3,-0.0245890544233226
2010-09-17,22648.9,23051.6,22227.4,22574.4,-0.02102839201536899
2010-09-20,22133.3,22469.1,21576.3,21863.7,-0.031482564320646445
2010-09-21,21225.8,21535.9,20839.3,21139.3,-0.03313254389696174
2010-09-27,21052.1,21623.7,20854.0,21473.1,0.015790494481841888
2010-09-28,21297.8,21707.8,20885.5,21224.7,-0.011567961775430513
2010-09-29,20999.5,21410.7,20573.3,20851.7,-0.017573864412689044
2010-09-30,20483.2,21157.6,20311.6,20992.1,0.0067332639544976924
2010-10-08,21699.5,22440.4,21492.7,22146.9,0.05501117086904128
2010-10-11,24262.9,25136.2,23844.4,24516.2,0.10698111248075337
2010-10-12,25206.9,26104.2,24838.1,25676.0,0.047307494636199765
2010-10-13,26698.3,27446.3,26106.4,26888.6,0.04722698239601186
2010-10-14,28183.1,28831.5,27223.5,27727.3,0.03119165743103025
2010-10-15,28654.0,29993.8,28155.2,29358.9,0.05884453228406672
2010-10-18,30679.1,31515.9,29365.9,30135.3,0.02644513248112146
2010-10-19,30237.5,31395.2,29831.4,31117.2,0.032583050442504424
2010-10-20,31138.5,32828.8,30711.4,32088.0,0.03119817978481354
2010-10-21,32209.4,32942.8,31513.1,32242.3,0.00480865120917473
2010-10-22,32022.6,32961.5,31505.4,32294.4,0.0016158896852893623
2010-10-25,33018.5,34331.4,32547.6,33976.0,0.052070947284978075
2010-10-26,34581.4,35393.1,33748.0,34567.2,0.017400518012714805
2010-10-27,34583.2,35460.3,33728.7,34204.4,-0.010495498622971944
2010-10-28,33724.0,34612.5,33213.9,33889.3,-0.009212265088701987
2010-10-29,33727.6,34524.1,33102.6,33891.0,5.016332588736461e-05
2010-11-01,34514.3,35860.6,34198.0,35504.2,0.04759965772623986
2010-11-02,36583.7,37667.7,35681.7,36313.7,0.02280011942249094
2010-11-03,36266.3,37089.5,35090.2,35576.7,-0.020295370617700814
2010-11-04,35431.5,36628.0,35014.6,36217.5,0.0180117886144584
2010-11-05,37103.9,37904.3,36278.5,37046.5,0.022889487126389163
2010-11-08,40046.8,41033.9,39389.6,40461.9,0.09219224488143274
2010-11-09,40368.9,41161.8,39504.0,40395.0,-0.001653407279440744
2010-11-10,40157.8,41100.8,39382.1,40323.0,-0.0017823988117341427
2010-11-11,40437.6,41977.6,39884.4,40552.0,0.005679140936934335
2010-11-12,40832.8,41676.7,38185.3,38620.3,-0.047635135135135065
2010-11-15,38063.1,39184.2,37116.1,38600.7,-0.0005075051203643488
2010-11-16,38313.3,38918.4,36190.6,36733.2,-0.04837995165890774
2010-11-17,35367.5,36357.3,34296.9,34824.7,-0.05195572397721948
2010-11-18,34040.7,34792.5,33361.4,34284.7,-0.015506235516745348
2010-11-19,33820.2,34611.3,32881.1,34331.6,0.001367957135398612
2010-11-22,33623.3,34806.1,33255.7,34167.0,-0.004794416805508628
2010-11-23,33381.5,33817.7,32088.2,32962.4,-0.035256241402522814
2010-11-24,32159.7,33532.1,31976.9,33232.6,0.00819721864912748
2010-11-25,33062.9,33783.5,32496.4,33220.0,-0.00037914577854269993
2010-11-26,32442.6,32962.7,31777.8,32333.7,-0.026679711017459362
2010-11-29,31725.6,32354.5,31171.6,31851.0,-0.014928696684882947
2010-11-30,31710.6,32215.3,29986.2,31087.2,-0.023980408778374263
2010-12-01,29961.6,30560.7,29510.3,30067.9,-0.03278841452430581
2010-12-02,29906.6,30378.8,29378.3,29663.8,-0.013439581746646834
2010-12-03,28906.7,29298.9,28258.4,28750.5,-0.030788368314241588
2010-12-06,28184.1,28601.2,27472.3,27915.0,-0.029060364167579733
2010-12-07,27162.4,27886.9,26602.7,27655.1,-0.009310406591438336
2010-12-08,26994.1,27529.5,26631.9,26921.8,-0.026515904842144833
2010-12-09,26264.5,26659.9,25663.3,25915.3,-0.03738605888164981
2010-12-10,25157.4,25930.8,24926.8,25685.4,-0.008871207356272115
2010-12-13,26024.6,26928.9,25872.1,26742.7,0.04116346251177716
2010-12-14,26858.2,27369.4,26515.7,27036.0,0.010967478975570932
2010-12-15,27042.8,27519.8,26613.8,26920.3,-0.004279479212901394
2010-12-16,26388.3,26864.1,26100.7,26384.3,-0.019910625067328325
2010-12-17,25709.8,26092.7,25404.0,25779.6,-0.022918932850217733
2010-12-20,26036.0,26399.3,24866.1,25627.6,-0.0058961349283930264
2010-12-21,25653.4,26292.5,25307.5,26032.2,0.015787666422138802
2010-12-22,25896.2,26288.4,25383.2,25657.1,-0.014409077988030261
2010-12-23,25236.9,25593.8,24670.9,24871.7,-0.0306114097072544
2010-12-24,24257.9,24584.2,23654.0,24031.9,-0.03376528343458629
2010-12-27,24202.7,24767.4,23343.9,23563.0,-0.019511565877021853
2010-12-28,23051.4,23384.2,22391.8,22725.6,-0.035538768408097554
2010-12-29,22227.5,22687.5,21930.1,22497.0,-0.010059140352729923
2010-12-30,22041.8,22436.5,21678.7,22142.0,-0.015779881762012726
2010-12-31,22015.3,22688.6,21860.9,22534.3,0.01771746003071084
2011-01-04,23052.6,23621.4,22715.7,23316.8,0.03472484168578571
2011-01-05,23283.8,23819.2,22979.9,23436.7,0.005142215055239152
2011-01-06,23227.0,23602.5,22834.2,23125.1,-0.013295387149214744
2011-01-07,23200.1,23691.2,22762.0,23130.7,0.0002421611149789893
2011-01-10,22872.6,23215.4,22219.1,22405.4,-0.031356595347308946
2011-01-11,21924.7,22297.6,21494.9,21976.1,-0.019160559507975905
2011-01-12,21660.5,22011.2,21274.5,21713.7,-0.01194024417435291
2011-01-13,21370.0,21637.0,20998.3,21255.9,-0.021083463435526806
2011-01-14,20849.3,21043.1,20261.6,20489.8,-0.03604175781782948
2011-01-17,20240.3,20506.9,19354.2,19578.7,-0.04446602699879931
2011-01-18,18969.5,19317.0,18674.5,19090.1,-0.024955691644491296
2011-01-19,18829.4,19458.4,18644.6,19346.0,0.013404853824757312
2011-01-20,19175.8,19374.6,18429.7,18558.7,-0.04069575105965051
2011-01-21,18400.6,19094.7,18190.1,18708.2,0.008055521130251542
2011-01-24,18596.1,18900.0,18020.8,18238.6,-0.02510129248137194
2011-01-25,17827.2,18058.9,17312.8,17619.2,-0.033960939984428506
2011-01-26,17179.9,17651.9,17066.0,17504.0,-0.006538321830730109
2011-01-27,17476.6,18175.0,17254.8,17956.0,0.02582266910420472
2011-01-28,17855.5,18286.9,17662.2,18055.5,0.005541323234573348
2011-01-31,18029.9,18505.7,17847.3,18346.8,0.016133588103347973
2011-02-01,18195.4,18476.6,17919.0,18198.3,-0.008094054549022123
2011-02-09,17979.7,18470.3,17689.9,18015.9,-0.010022914228251967
2011-02-10,18119.4,18725.2,17917.4,18598.7,0.03234920264877128
2011-02-11,18936.1,19402.9,18741.4,19100.7,0.026991133788920818
2011-02-14,20078.5,20765.4,19920.5,20537.7,0.07523284486955983
2011-02-15,21452.9,22001.8,21213.6,21501.8,0.046942939082759816
2011-02-16,21957.5,22546.5,21750.5,22376.8,0.040694267456678146
2011-02-17,22983.2,23434.4,22568.1,23031.1,0.029240105823888918
2011-02-18,23201.2,23548.5,22721.7,23006.4,-0.0010724628871394692
2011-02-21,23305.9,24080.2,23155.1,23917.0,0.03958029070171776
2011-02-22,24803.1,25096.1,23802.6,24016.5,0.004160220763473665
2011-02-23,23922.5,24533.4,23653.8,24228.8,0.008839756001082666
2011-02-24,24175.5,24712.6,23842.1,24360.1,0.005419170573862431
2011-02-25,24208.6,24608.3,23782.9,24269.1,-0.0037356168488634767
2011-02-28,24486.3,25058.2,24159.5,24826.6,0.022971597628259843
2011-03-01,25233.4,25740.3,24915.3,25330.2,0.020284694642037193
2011-03-02,25408.0,25801.3,24885.0,25445.2,0.004540035214881888
2011-03-03,25788.6,26222.2,25181.9,25401.9,-0.0017016961941741515
2011-03-04,25339.5,25906.5,25076.7,25707.4,0.012026659423113983
2011-03-07,26575.9,27231.6,26327.1,26914.3,0.04694757151637252
2011-03-08,27054.9,27498.1,26680.5,27185.0,0.010057850287765291
2011-03-09,27257.8,27724.4,26907.1,27314.2,0.004752620930660312
2011-03-10,27503.4,27861.1,26954.4,27242.9,-0.0026103638400538642
2011-03-11,27056.5,27667.8,26770.8,27087.7,-0.005696897173208426
2011-03-14,27016.7,27615.3,26690.8,27291.4,0.007520018310893883
2011-03-15,27631.7,27953.8,26602.0,27360.1,0.002517276504686361
2011-03-16,27400.8,28105.5,27150.3,27820.1,0.01681280404676877
2011-03-17,27630.7,28113.7,27027.4,27365.2,-0.016351486874597754
