date,open,high,low,close,pct_change
1997-07-21,1157.0,1178.9,1115.2,1133.4,-0.008659144581474543
1997-07-22,1120.0,1154.1,1086.8,1140.8,0.006529027704252677
1997-07-23,1161.0,1182.1,1117.4,1134.7,-0.005347124824684357
1997-07-24,1105.3,1125.6,1073.8,1084.4,-0.044328897505948706
1997-07-25,1058.5,1087.6,1039.9,1065.4,-0.01752120988565109
1997-07-28,1041.0,1054.7,999.7,1010.9,-0.05115449596395727
1997-07-29,976.6,1008.3,960.1,990.5,-0.020180037590266098
1997-07-30,975.5,1001.9,962.3,993.6,0.0031297324583543507
1997-07-31,979.7,997.2,961.5,976.7,-0.017008856682769746
1997-08-01,952.4,967.8,934.6,952.2,-0.02508446810689058
1997-08-04,950.8,971.1,932.8,955.7,0.0036756983826926604
1997-08-05,939.3,956.8,922.1,935.8,-0.02082243381814386
1997-08-06,912.2,924.1,884.6,892.5,-0.04627057063475093
1997-08-07,872.1,898.5,856.6,891.5,-0.0011204481792717047
1997-08-08,918.7,938.2,890.6,909.1,0.01974200785193503
1997-08-11,915.8,931.5,883.4,896.4,-0.013969860301397019
1997-08-12,882.7,900.6,849.7,858.2,-0.04261490406068713
1997-08-13,834.9,856.7,810.9,819.6,-0.04497786063854581
1997-08-14,806.8,843.3,799.6,837.4,0.02171791117618338
1997-08-15,829.4,839.3,793.7,807.4,-0.035825173155003553
1997-08-18,788.4,800.9,760.7,778.4,-0.035917760713401026
1997-08-19,753.5,771.2,740.4,752.8,-0.03288797533401855
1997-08-20,733.0,749.2,721.2,739.4,-0.0178002125398512
1997-08-21,743.7,763.3,732.5,753.6,0.019204760616716277
1997-08-22,761.8,783.9,750.6,771.2,0.023354564755838636
1997-08-25,788.2,810.0,774.9,798.6,0.0355290456431534
1997-08-26,824.9,844.5,809.2,830.0,0.03931880791384912
1997-08-27,839.0,857.7,824.1,843.5,0.016265060240963747
1997-08-28,864.1,884.4,845.9,866.9,0.027741553052756274
1997-08-29,890.8,909.9,871.9,891.5,0.028376975429692086
1997-09-01,906.5,929.6,890.2,911.6,0.02254627033090295
1997-09-02,908.8,927.0,891.9,911.3,-0.0003290917068891064
1997-09-03,918.7,940.6,907.2,929.3,0.01975200263360044
1997-09-04,941.9,959.3,928.4,944.2,0.016033573657591838
1997-09-05,932.9,946.1,917.6,933.5,-0.011332344842194475
1997-09-08,933.0,950.2,917.2,936.1,0.0027852169255491166
1997-09-09,924.3,936.4,898.8,904.5,-0.03375707723533816
1997-09-10,898.8,925.4,888.9,917.0,0.013819789939192972
1997-09-11,934.2,954.8,901.3,915.9,-0.001199563794983649
1997-09-12,893.4,907.7,865.4,871.8,-0.04814936128398295
1997-09-15,851.8,863.2,824.3,831.6,-0.0461114934618031
1997-09-16,802.5,819.6,793.3,805.2,-0.031746031746031744
1997-09-17,772.2,778.6,749.0,756.4,-0.06060606060606066
1997-09-18,729.2,742.8,718.7,731.6,-0.032786885245901565
1997-09-19,706.2,719.7,697.1,711.6,-0.027337342810278886
1997-09-22,698.2,702.7,643.4,647.9,-0.08951658234963467
1997-09-23,639.4,652.7,593.2,605.4,-0.06559654267633896
1997-09-24,632.3,663.1,624.0,658.8,0.08820614469772048
1997-09-25,669.3,685.3,656.1,671.9,0.019884638737097893
1997-09-26,656.6,664.1,636.2,651.3,-0.03065932430421192
1997-09-29,631.6,638.1,610.0,618.6,-0.05020727775218781
1997-09-30,595.8,613.0,590.8,605.7,-0.020853540252182334
1997-10-06,580.4,589.4,568.8,578.0,-0.04573221066534594
1997-10-07,549.9,558.3,540.4,553.3,-0.042733564013840875
1997-10-08,562.0,575.4,552.5,567.9,0.02638713175492513
1997-10-09,553.8,561.8,543.0,549.5,-0.032400070434935646
1997-10-10,533.5,544.6,528.8,539.4,-0.018380345768880813
1997-10-13,527.8,534.3,516.1,521.0,-0.034111976269929456
1997-10-14,502.5,508.7,493.4,504.5,-0.03166986564299423
1997-10-15,502.3,512.9,495.1,506.1,0.0031714568880079064
1997-10-16,541.8,558.6,533.4,552.0,0.09069353882631881
1997-10-17,617.6,639.9,608.8,629.8,0.14094202898550723
1997-10-20,692.4,713.4,680.7,701.9,0.11448078755160362
1997-10-21,747.8,766.9,732.5,757.3,0.0789286223108705
1997-10-22,863.8,891.1,831.6,847.7,0.11937145120824
1997-10-23,883.2,915.7,865.7,896.4,0.05744956942314494
1997-10-24,927.9,953.9,912.0,942.1,0.05098170459616247
1997-10-27,1016.1,1055.9,1000.2,1031.0,0.09436365566288085
1997-10-28,1063.7,1077.1,1001.0,1022.3,-0.008438409311348205
1997-10-29,1025.6,1072.0,1012.3,1062.6,0.0394209136261372
1997-10-30,1121.4,1157.1,1087.2,1099.3,0.034537925842273776
1997-10-31,1082.0,1120.6,1061.5,1105.7,0.0058218866551442705
1997-11-03,1085.4,1108.4,1065.1,1082.0,-0.021434385457176464
1997-11-04,1054.6,1080.4,1040.3,1065.1,-0.015619223659889214
1997-11-05,1083.8,1111.5,1065.7,1093.7,0.026851938785090734
1997-11-06,1103.5,1123.9,1074.7,1085.0,-0.007954649355399135
1997-11-07,1073.9,1102.8,1060.9,1087.1,0.001935483870967758
1997-11-10,1090.5,1108.5,1051.7,1068.3,-0.01729371722932571
1997-11-11,1039.8,1059.1,1013.9,1043.7,-0.02302723953945518
1997-11-12,1019.9,1037.2,992.7,1000.7,-0.04119957842291844
1997-11-13,975.6,1006.1,956.3,1000.4,-0.0002997901468972941
1997-11-14,986.7,1006.0,967.4,983.3,-0.01709316273490602
1997-11-17,966.8,978.7,940.8,949.7,-0.03417064985253726
1997-11-18,924.4,941.5,908.7,917.2,-0.034221333052542935
1997-11-19,885.1,901.7,870.3,882.6,-0.03772350632359356
1997-11-20,860.2,874.1,843.1,852.8,-0.03376387944708825
1997-11-21,831.9,842.4,812.6,822.0,-0.03611632270168852
1997-11-24,794.2,805.5,773.4,781.3,-0.04951338199513389
1997-11-25,767.0,785.7,756.3,773.6,-0.009855369256367541
1997-11-26,752.6,764.8,741.4,758.7,-0.019260599793174737
1997-11-27,737.8,745.3,714.7,720.3,-0.05061289047054185
1997-11-28,699.2,725.9,691.9,722.7,0.0033319450229072345
1997-12-01,699.6,708.8,684.9,694.5,-0.03902034039020341
1997-12-02,669.7,681.1,659.8,666.9,-0.039740820734341264
1997-12-03,645.1,653.8,634.1,642.4,-0.03673714200029987
1997-12-04,639.3,662.0,632.5,654.3,0.018524283935242858
1997-12-05,656.6,669.3,645.1,651.1,-0.00489072290998005
1997-12-08,639.2,650.4,630.4,638.5,-0.019351866072799928
1997-12-09,628.0,640.1,621.6,634.4,-0.006421299921691492
1997-12-10,627.1,637.6,619.2,627.9,-0.010245901639344246
1997-12-11,624.5,632.5,611.3,624.5,-0.005414874980092299
1997-12-12,625.9,635.3,615.3,621.1,-0.005444355484387486
1997-12-15,627.4,642.0,620.1,635.8,0.023667686362904394
1997-12-16,649.7,661.9,640.9,653.7,0.028153507392261856
1997-12-17,660.2,665.8,640.2,645.7,-0.012238029677221984
1997-12-18,640.7,657.8,634.5,648.0,0.0035620257085333673
1997-12-19,651.0,664.8,641.9,655.5,0.011574074074074181
1997-12-22,689.8,709.7,674.5,697.7,0.06437833714721597
1997-12-23,710.2,727.2,696.4,711.5,0.01977927475992547
1997-12-24,716.1,730.4,703.9,716.2,0.006605762473647303
1997-12-25,736.1,755.2,727.3,745.4,0.040770734431722966
1997-12-26,777.5,796.1,764.4,779.1,0.04521062516769536
1997-12-29,798.6,814.5,781.2,791.1,0.015402387370042403
1997-12-30,785.9,799.7,772.1,782.6,-0.010744532928833261
1997-12-31,783.8,803.8,774.4,791.8,0.01175568617429068
1998-01-05,832.1,862.2,819.9,850.9,0.07464006062136908
1998-01-06,890.2,913.9,873.4,898.8,0.05629333646726997
1998-01-07,930.7,956.1,916.4,940.6,0.04650645304850931
1998-01-08,963.4,988.6,945.3,961.9,0.02264512013608333
1998-01-09,990.4,1017.0,967.4,995.7,0.03513878781578139
1998-01-12,1030.8,1058.9,1006.9,1020.6,0.02500753238927378
1998-01-13,1069.6,1081.0,978.3,1030.2,0.009406231628453776
1998-01-14,1049.2,1097.7,1041.5,1081.8,0.05008736167734407
1998-01-15,1101.0,1129.8,1074.6,1106.2,0.022555000924385338
1998-01-16,1090.3,1114.9,1063.8,1082.0,-0.021876694991864065
1998-01-19,1061.9,1084.9,1038.9,1058.7,-0.021534195933456513
1998-01-20,1022.2,1039.0,994.4,1010.9,-0.045149711910834056
1998-01-21,973.5,989.8,955.4,964.9,-0.045504006330992164
1998-01-22,948.5,972.7,936.0,957.8,-0.007358275468960507
1998-01-23,940.9,961.5,931.7,950.0,-0.008143662560033404
1998-02-09,968.5,986.6,942.6,959.5,0.010000000000000009
1998-02-10,952.1,966.9,927.3,941.9,-0.018342886920270973
1998-02-11,926.9,951.6,917.0,936.5,-0.005733092684998331
1998-02-12,939.5,956.0,920.2,934.8,-0.0018152696209290387
1998-02-13,925.6,944.5,911.7,926.7,-0.008664955070603275
1998-02-16,929.7,945.9,909.3,925.5,-0.001294917449012667
1998-02-17,908.9,924.7,894.5,910.7,-0.015991356023770886
1998-02-18,910.7,922.4,889.1,901.4,-0.010211924892939539
1998-02-19,880.9,895.5,866.1,881.9,-0.021633015309518555
1998-02-20,869.3,881.1,851.0,861.4,-0.02324526590316367
1998-02-23,845.9,857.7,824.1,842.3,-0.022173206408172774
1998-02-24,823.8,837.9,810.4,819.8,-0.026712572717559113
1998-02-25,805.1,816.6,786.9,796.0,-0.029031471090509853
1998-02-26,779.7,800.9,769.7,792.2,-0.004773869346733628
1998-02-27,784.6,797.3,768.0,778.8,-0.016914920474627726
1998-03-02,776.9,793.2,751.3,763.5,-0.019645608628659383
1998-03-03,748.5,770.3,738.8,762.5,-0.0013097576948264411
1998-03-04,756.4,771.8,743.0,759.8,-0.003540983606557413
1998-03-05,750.2,763.0,736.7,747.2,-0.016583311397736167
1998-03-06,733.2,745.1,721.3,733.5,-0.018335117773019327
1998-03-09,723.5,735.0,710.4,720.7,-0.017450579413769485
1998-03-10,709.9,722.5,695.6,711.4,-0.012904120993478707
1998-03-11,720.3,734.1,705.2,712.6,0.0016868147315154403
1998-03-12,695.7,706.6,683.5,693.1,-0.02736458040976708
1998-03-13,678.6,692.8,670.2,685.6,-0.010820949357956966
1998-03-16,686.9,701.9,675.7,693.5,0.011522753792298612
1998-03-17,704.2,719.6,695.7,710.7,0.024801730353280593
1998-03-18,717.2,728.2,701.0,709.4,-0.0018291824961306213
1998-03-19,702.1,714.9,689.9,699.0,-0.01466027628982236
1998-03-20,691.5,703.0,679.4,690.2,-0.012589413447782527
1998-03-23,690.0,703.7,678.3,690.0,-0.0002897710808461573
1998-03-24,687.6,704.7,679.1,697.0,0.010144927536231974
1998-03-25,722.4,734.7,700.9,712.6,0.022381635581061765
1998-03-26,722.0,737.5,708.1,719.8,0.01010384507437534
1998-03-27,764.1,799.8,754.8,786.2,0.09224784662406238
1998-03-30,842.0,872.6,826.3,857.1,0.09018061561943513
1998-03-31,885.2,901.7,862.7,878.5,0.0249679150624198
1998-04-01,903.9,933.2,889.9,918.1,0.04507683551508257
1998-04-02,1010.3,1045.4,991.4,1011.5,0.10173183749046943
1998-04-03,1046.3,1078.2,1028.6,1063.1,0.05101334651507661
1998-04-06,1125.7,1163.2,1103.2,1140.7,0.07299407393471946
1998-04-07,1162.9,1188.6,1136.6,1161.4,0.01814675199438942
1998-04-08,1215.9,1258.1,1198.3,1235.3,0.06363010160151528
1998-04-09,1292.8,1321.9,1238.5,1263.2,0.022585606735206154
1998-04-10,1283.1,1328.4,1262.3,1306.6,0.03435718809373012
1998-04-13,1355.1,1393.6,1326.7,1357.0,0.03857339660186754
1998-04-14,1342.2,1368.0,1313.0,1338.9,-0.013338246131171627
1998-04-15,1336.2,1374.0,1319.6,1350.5,0.008663828515945937
1998-04-16,1360.3,1399.4,1332.0,1354.7,0.0031099592743428772
1998-04-17,1340.9,1365.7,1302.4,1325.2,-0.02177603897541891
1998-04-20,1312.0,1347.7,1285.8,1316.4,-0.00664050709326891
1998-04-21,1289.6,1328.3,1271.8,1301.8,-0.011090853843816584
1998-04-22,1305.0,1348.3,1289.4,1327.9,0.020049162697803213
1998-04-23,1329.1,1353.9,1295.1,1317.2,-0.00805783568039764
1998-04-24,1320.3,1355.5,1289.8,1309.0,-0.006225326450045587
1998-04-27,1316.3,1358.7,1284.8,1321.1,0.009243697478991564
1998-04-28,1331.9,1372.1,1311.3,1347.5,0.019983347210657865
1998-04-29,1341.2,1368.2,1314.0,1340.0,-0.005565862708719838
1998-04-30,1344.7,1375.2,1323.7,1353.8,0.010298507462686457
1998-05-04,1385.8,1422.1,1360.7,1394.0,0.029694194120254203
1998-05-05,1390.0,1419.3,1364.2,1394.0,0.0
1998-05-06,1392.6,1423.3,1364.2,1395.0,0.0007173601147776321
1998-05-07,1412.0,1443.6,1369.2,1384.0,-0.007885304659498216
1998-05-08,1395.8,1449.1,1380.1,1435.9,0.03750000000000009
1998-05-11,1488.5,1520.1,1442.5,1469.6,0.023469600947141123
1998-05-12,1468.4,1501.3,1427.9,1460.6,-0.006124115405552577
1998-05-13,1464.3,1516.4,1446.7,1488.1,0.018827878953854515
1998-05-14,1494.5,1527.4,1456.7,1482.8,-0.0035615886029164434
1998-05-15,1483.9,1518.8,1449.9,1472.6,-0.006878877798759175
1998-05-18,1450.3,1478.2,1421.3,1448.4,-0.016433518946081582
1998-05-19,1419.6,1445.2,1389.9,1417.3,-0.02147196906931792
1998-05-20,1395.0,1422.7,1365.0,1387.8,-0.02081422422916812
1998-05-21,1361.0,1394.7,1338.5,1375.9,-0.00857472258250458
1998-05-22,1381.8,1417.4,1362.5,1388.4,0.00908496256995428
1998-05-25,1422.2,1461.9,1397.1,1434.4,0.03313166234514542
1998-05-26,1450.2,1484.2,1416.2,1447.6,0.009202453987730008
1998-05-27,1465.1,1501.5,1437.2,1471.6,0.01657916551533578
1998-05-28,1475.1,1503.7,1441.2,1466.2,-0.003669475400924105
1998-05-29,1480.3,1517.2,1454.1,1485.8,0.013367889783112652
1998-06-01,1513.6,1548.1,1482.0,1514.1,0.019046978058958164
1998-06-02,1511.3,1537.7,1476.6,1506.5,-0.0050194835215638944
1998-06-03,1492.6,1525.4,1468.8,1497.6,-0.005907733156322648
1998-06-04,1482.9,1508.8,1446.0,1467.2,-0.020299145299145227
1998-06-05,1459.8,1491.8,1425.8,1460.3,-0.004702835332606403
1998-06-08,1446.7,1475.5,1416.5,1438.2,-0.015133876600698426
1998-06-09,1424.3,1439.6,1362.8,1387.9,-0.03497427339730219
1998-06-10,1353.6,1387.5,1329.1,1357.5,-0.021903595359896277
1998-06-11,1308.5,1326.2,1274.3,1286.5,-0.05230202578268872
1998-06-12,1297.4,1324.1,1276.0,1307.5,0.016323357947920725
1998-06-15,1290.5,1307.2,1251.3,1267.6,-0.030516252390057397
1998-06-16,1247.5,1264.2,1204.4,1243.3,-0.01917008520037866
1998-06-17,1209.8,1235.1,1187.8,1206.9,-0.029276924314324715
1998-06-18,1182.4,1213.3,1169.0,1193.7,-0.010937111608252614
1998-06-19,1187.7,1215.9,1171.8,1201.2,0.006282985674792574
1998-06-22,1216.0,1241.8,1193.4,1218.6,0.014485514485514273
1998-06-23,1225.8,1248.6,1200.7,1228.3,0.007959954045626105
1998-06-24,1222.3,1246.4,1199.8,1223.8,-0.0036636000976959515
1998-06-25,1203.2,1220.1,1170.5,1185.7,-0.031132537996404586
1998-06-26,1173.3,1195.9,1153.5,1173.1,-0.010626634055832085
1998-06-29,1150.9,1162.7,1113.7,1129.3,-0.03733697042025397
1998-06-30,1099.5,1114.4,1066.6,1081.8,-0.042061453998051945
1998-07-01,1089.3,1101.1,1036.4,1046.5,-0.03263080051765577
1998-07-02,1025.0,1054.8,1002.6,1043.8,-0.002580028666985257
1998-07-03,1038.4,1058.8,1017.5,1035.1,-0.008334930063230495
1998-07-06,1013.5,1026.0,983.3,993.8,-0.039899526615785885
1998-07-07,958.2,979.2,943.0,967.1,-0.026866572751056528
1998-07-08,940.6,960.8,931.0,949.1,-0.01861234618963914
1998-07-09,924.9,940.4,910.4,925.7,-0.02465493625539983
1998-07-10,919.3,943.1,909.1,933.7,0.008642108674516535
1998-07-13,931.7,946.4,913.7,930.8,-0.003105922673235617
1998-07-14,936.3,949.0,907.6,917.4,-0.014396218306832798
1998-07-15,904.4,925.5,890.5,910.9,-0.007085240898190515
1998-07-16,905.0,919.2,883.7,898.8,-0.013283565704248601
1998-07-17,896.2,912.1,876.6,889.0,-0.010903426791277204
1998-07-20,878.6,891.1,850.4,866.3,-0.025534308211473622
1998-07-21,854.2,885.6,843.0,871.0,0.005425372272884754
1998-07-22,856.3,869.9,834.4,847.4,-0.027095292766934564
1998-07-23,833.9,854.6,824.1,845.1,-0.0027141845645503038
1998-07-24,848.4,868.1,837.0,853.8,0.010294639687610907
1998-07-27,847.2,859.7,829.0,845.2,-0.010072616537830759
1998-07-28,829.5,842.8,815.7,828.1,-0.020231897775674468
1998-07-29,815.9,828.2,800.1,809.7,-0.022219538703055153
1998-07-30,800.1,813.7,787.9,800.0,-0.01197974558478454
1998-07-31,792.8,807.5,781.2,794.6,-0.006749999999999923
1998-08-03,784.1,793.8,766.9,776.8,-0.022401208155046648
1998-08-04,761.5,771.0,745.6,758.4,-0.023686920700308978
1998-08-05,744.4,760.1,735.6,752.6,-0.0076476793248944075
1998-08-06,741.7,752.6,727.2,734.3,-0.024315705554079248
1998-08-07,741.1,749.7,719.7,728.2,-0.008307231376821322
1998-08-10,716.6,725.8,691.4,702.7,-0.03501785223839604
1998-08-11,687.1,700.9,668.6,676.0,-0.037996299985769255
1998-08-12,680.9,694.8,651.7,676.9,0.0013313609467455745
1998-08-13,681.0,699.2,668.3,688.9,0.017727877086718857
1998-08-14,687.8,695.1,660.3,668.2,-0.030047902453186115
1998-08-17,665.3,671.5,616.7,622.2,-0.06884166417240345
1998-08-18,616.0,651.2,602.3,626.9,0.007553841208614465
1998-08-19,637.6,673.9,632.0,668.5,0.06635827085659596
1998-08-20,686.8,707.9,671.6,701.1,0.04876589379207186
1998-08-21,725.4,746.6,710.9,737.7,0.052203679931536184
1998-08-24,759.6,781.2,744.7,763.7,0.0352446794089738
1998-08-25,770.1,785.5,752.1,775.1,0.01492732748461445
1998-08-26,769.5,785.4,753.0,762.0,-0.01690104502644818
1998-08-27,745.1,758.3,730.1,741.2,-0.02729658792650913
1998-08-28,723.1,737.6,708.3,719.0,-0.02995143011332979
1998-08-31,706.6,734.3,675.5,731.0,0.016689847009735637
1998-09-01,725.4,743.9,706.8,722.2,-0.012038303693570396
1998-09-02,701.1,718.1,691.4,703.6,-0.025754638604264746
1998-09-03,685.4,702.5,680.4,692.7,-0.015491756679931745
1998-09-04,691.1,707.9,685.6,698.1,0.0077955825032480774
1998-09-07,699.2,713.7,689.7,706.8,0.01246239793725823
1998-09-08,711.4,723.5,697.8,705.3,-0.0021222410865874286
1998-09-09,720.0,744.9,713.6,740.5,0.049907840635190714
1998-09-10,798.8,823.0,789.6,810.0,0.09385550303848755
1998-09-11,844.9,865.6,830.9,850.4,0.049876543209876445
1998-09-14,892.5,922.1,880.1,909.2,0.06914393226716853
1998-09-15,943.4,963.9,921.1,933.7,0.026946766388033394
1998-09-16,951.1,981.7,938.1,971.7,0.04069829709756889
1998-09-17,1024.5,1047.0,987.5,1002.1,0.03128537614490057
1998-09-18,1014.0,1034.7,983.9,998.1,-0.003991617603033681
1998-09-21,975.9,1008.9,963.7,999.4,0.0013024747019336758
1998-09-22,984.9,1001.4,964.2,980.5,-0.018911346808084817
1998-09-23,964.4,983.5,949.2,966.7,-0.01407445181030087
1998-09-24,972.7,984.7,939.3,948.1,-0.01924071583738496
1998-09-25,924.4,952.7,914.6,944.3,-0.004008016032064243
1998-09-28,946.8,968.1,929.0,946.2,0.00201207243460777
1998-09-29,931.0,950.6,916.9,931.8,-0.015218769816106592
1998-09-30,914.3,933.1,904.3,921.0,-0.011590470057952329
1998-10-05,899.8,912.6,882.9,895.2,-0.028013029315960836
1998-10-06,875.0,886.3,853.2,861.2,-0.037980339588918666
1998-10-07,842.4,857.3,829.4,841.1,-0.02333952624245239
1998-10-08,831.1,848.9,821.6,840.1,-0.0011889192723814057
1998-10-09,842.2,857.4,828.5,842.7,0.003094869658374133
1998-10-12,852.5,870.7,836.5,858.5,0.018749258336300034
1998-10-13,868.2,887.9,852.9,866.1,0.008852649970879423
1998-10-14,856.5,871.5,842.0,857.2,-0.010275949659392603
1998-10-15,867.6,886.7,855.4,875.0,0.020765282314512357
1998-10-16,897.6,914.5,881.4,894.5,0.022285714285714242
1998-10-19,907.5,925.0,892.8,907.9,0.014980435997764108
1998-10-20,906.5,920.0,888.7,900.7,-0.007930388809340161
1998-10-21,921.7,931.6,887.3,896.3,-0.004885089374930707
1998-10-22,895.4,919.6,879.8,910.9,0.016289188887649297
1998-10-23,919.7,941.3,903.3,918.9,0.008782522779668511
1998-10-26,928.6,947.2,904.9,930.0,0.012079660463597763
1998-10-27,925.8,949.9,913.0,935.4,0.005806451612903274
1998-10-28,935.7,958.2,921.2,942.5,0.007590335685268457
1998-10-29,941.7,958.7,922.7,935.7,-0.007214854111405766
1998-10-30,934.5,955.8,920.8,934.3,-0.0014962060489474016
1998-11-02,929.9,951.0,914.6,938.1,0.00406721609761318
1998-11-03,940.3,962.2,927.9,948.3,0.01087304125359756
1998-11-04,950.4,966.3,933.6,948.0,-0.00031635558367604233
1998-11-05,964.5,990.0,951.8,977.9,0.031540084388185674
1998-11-06,1031.1,1056.6,1013.3,1031.1,0.05440229062276303
1998-11-09,1063.7,1092.2,1050.0,1078.8,0.04626127436718064
1998-11-10,1099.2,1119.4,1078.7,1102.4,0.02187615869484616
1998-11-11,1112.8,1135.2,1094.1,1117.0,0.013243831640058046
1998-11-12,1128.6,1150.4,1107.9,1123.1,0.0054610564010741935
1998-11-13,1118.6,1139.1,1099.6,1120.7,-0.002136942391594565
1998-11-16,1126.8,1153.0,1111.3,1136.2,0.01383064156330871
1998-11-17,1138.6,1156.9,1116.2,1132.8,-0.0029924309100510804
1998-11-18,1122.7,1140.4,1102.5,1117.8,-0.013241525423728806
1998-11-19,1108.3,1125.6,1090.2,1103.0,-0.01324029343353006
1998-11-20,1080.0,1100.4,1066.7,1082.2,-0.018857660924750608
1998-11-23,1060.8,1077.2,1042.8,1058.2,-0.022177046756606922
1998-11-24,1034.0,1052.3,1022.3,1036.4,-0.020601020601020537
1998-11-25,1013.2,1024.8,989.7,997.6,-0.037437282902354374
1998-11-26,977.0,991.2,959.3,971.1,-0.02656375300721736
1998-11-27,949.8,964.8,931.8,942.1,-0.029863041911234678
1998-11-30,916.7,931.2,902.5,919.4,-0.024095106676573663
1998-12-01,895.0,905.3,874.6,882.9,-0.03969980422014352
1998-12-02,858.7,871.9,842.2,862.5,-0.023105674481821215
1998-12-03,843.4,853.8,827.3,836.3,-0.030376811594202913
1998-12-04,815.2,825.6,796.4,805.7,-0.036589740523735426
1998-12-07,795.1,803.6,769.7,776.8,-0.0358694303090481
1998-12-08,748.6,763.0,741.5,756.1,-0.026647785787847544
1998-12-09,727.9,736.0,717.2,726.1,-0.03967729136357623
1998-12-10,709.2,714.9,690.5,696.1,-0.04131662305467565
1998-12-11,671.3,685.6,661.8,681.4,-0.02111765550926592
1998-12-14,658.2,664.0,641.9,647.3,-0.05004402700322863
1998-12-15,630.2,640.2,616.4,635.1,-0.018847520469642998
1998-12-16,614.6,621.7,602.3,609.1,-0.040938434892142994
1998-12-17,596.4,602.9,583.0,588.5,-0.033820390740436745
1998-12-18,574.4,588.6,566.9,576.4,-0.020560747663551426
1998-12-21,558.1,569.3,551.8,560.7,-0.027238029146425924
1998-12-22,560.5,579.6,555.8,575.9,0.02710897092919562
1998-12-23,569.3,575.4,556.5,563.0,-0.022399722173988557
1998-12-24,553.5,561.2,544.6,553.7,-0.016518650088809816
1998-12-25,542.6,551.8,536.1,542.5,-0.020227560050569027
1998-12-28,534.5,540.6,521.2,525.6,-0.031152073732718888
1998-12-29,518.9,525.1,505.8,511.0,-0.02777777777777779
1998-12-30,509.0,520.6,497.6,513.2,0.00430528375733874
1998-12-31,501.8,509.3,493.1,500.3,-0.025136399064692228
1999-01-04,479.1,484.0,468.4,472.4,-0.055766540075954496
1999-01-05,460.2,467.3,450.7,461.2,-0.023708721422523227
1999-01-06,455.3,466.4,451.3,460.6,-0.0013009540329573799
1999-01-07,460.0,467.7,452.6,461.8,0.002605297438124099
1999-01-08,476.6,493.0,473.7,489.2,0.05933304460805533
1999-01-11,499.4,507.6,490.4,501.7,0.025551921504497033
1999-01-12,511.0,519.1,500.6,505.9,0.00837153677496505
1999-01-13,508.3,519.1,500.1,508.3,0.0047440205574225125
1999-01-14,505.3,515.1,498.0,506.0,-0.004524886877828038
1999-01-15,516.2,523.8,504.3,510.2,0.008300395256916948
1999-01-18,521.9,538.3,512.4,534.0,0.04664837318698556
1999-01-19,550.1,561.0,541.6,551.8,0.033333333333333215
1999-01-20,548.4,557.2,539.2,546.1,-0.010329829648423217
1999-01-21,544.9,556.3,538.3,551.4,0.00970518220106209
1999-01-22,564.6,574.9,554.6,562.7,0.020493289807762105
1999-01-25,566.8,574.4,554.1,559.5,-0.005686866891771891
1999-01-26,553.3,562.1,543.4,552.0,-0.013404825737265424
1999-01-27,550.2,563.2,543.4,556.1,0.00742753623188408
1999-01-28,565.7,575.8,553.8,562.3,0.011149073907570362
1999-01-29,561.7,571.3,550.5,559.2,-0.005513071314244944
1999-02-01,557.9,568.7,545.9,554.5,-0.008404864091559494
1999-02-02,546.3,557.9,537.2,550.6,-0.007033363390441805
1999-02-03,544.3,551.5,532.6,538.7,-0.021612786051580013
1999-02-04,528.9,536.0,517.7,522.7,-0.029701132355671067
1999-02-05,517.3,524.0,502.7,508.3,-0.02754926343983166
1999-02-08,497.2,507.8,486.9,493.0,-0.030100334448160515
1999-02-09,486.0,500.6,482.5,496.3,0.006693711967545646
1999-03-01,485.7,496.7,476.3,490.1,-0.012492444086238175
1999-03-02,484.7,494.1,475.9,486.8,-0.006733319730667264
1999-03-03,496.4,513.6,490.2,508.5,0.04457682826622844
1999-03-04,517.7,527.1,507.8,518.6,0.019862340216322494
1999-03-05,529.5,542.8,521.4,532.1,0.026031623602005505
1999-03-08,544.0,556.4,535.0,549.8,0.033264423980454705
1999-03-09,569.1,580.4,557.9,566.1,0.02964714441615146
1999-03-10,570.5,581.2,560.5,571.6,0.009715597950892052
1999-03-11,592.4,610.2,587.7,601.9,0.053009097270818595
1999-03-12,627.9,639.6,617.3,628.5,0.044193387605914625
1999-03-15,661.5,677.3,651.1,663.4,0.055529037390612546
1999-03-16,673.8,685.5,661.3,676.1,0.01914380464274945
1999-03-17,699.8,712.7,685.4,692.0,0.023517231178819653
1999-03-18,693.5,707.0,682.1,692.6,0.0008670520231213175
1999-03-19,718.6,742.0,710.4,735.1,0.061362980075079454
1999-03-22,762.6,777.4,747.8,759.6,0.03332879880288386
1999-03-23,757.9,770.1,744.7,759.1,-0.000658241179568142
1999-03-24,760.1,772.4,747.9,756.6,-0.0032933737320510748
1999-03-25,757.2,767.1,742.7,750.7,-0.00779804388051808
1999-03-26,743.4,758.9,735.4,748.1,-0.0034634341281470915
1999-03-29,749.4,765.4,740.1,757.2,0.012164149177917416
1999-03-30,753.1,762.5,736.4,742.7,-0.01914949815108291
1999-03-31,736.6,751.6,727.2,742.4,-0.0004039316009156746
1999-04-01,760.2,777.5,748.5,764.5,0.02976831896551735
1999-04-02,788.3,806.7,776.6,795.8,0.040941792020928736
1999-04-05,823.4,841.7,811.1,828.4,0.04096506659964816
1999-04-06,838.1,853.4,823.5,839.9,0.013882182520521535
