date,concept,close,return
2021-08-02,土地流转,1355.71,0.0
2021-08-02,地下管网,972.19,0.0
2021-08-02,地摊经济,1320.46,0.0
2021-08-02,地热能,1458.13,0.0
2021-08-02,垃圾分类,973.25,0.0
2021-08-02,基因概念,3060.68,0.0
2021-08-02,大数据,1217.66,0.0
2021-08-02,天然气,775.22,0.0
2021-08-02,婴童概念,2165.35,0.0
2021-08-02,安防服务,4905.52,0.0
2021-08-02,小米概念,1702.56,0.0
2021-08-02,工业互联,1668.68,0.0
2021-08-02,工业大麻,734.67,0.0
2021-08-02,工业气体,1000.0,0.0
2021-08-02,抖音概念,761.27,0.0
2021-08-02,操作系统,1125.04,0.0
2021-08-02,数字孪生,980.3,0.0
2021-08-02,数字货币,1274.26,0.0
2021-08-02,数据中心,974.06,0.0
2021-08-02,新型烟草,956.72,0.0
2021-08-02,新材料,1046.29,0.0
2021-08-02,新能源车,1672.4,0.0
2021-08-02,新零售,1087.85,0.0
2021-08-02,无人机,714.1,0.0
2021-08-02,无人驾驶,1688.7,0.0
2021-08-02,无线耳机,2026.04,0.0
2021-08-02,智慧城市,809.29,0.0
2021-08-02,智能交通,3256.19,0.0
2021-08-02,智能医疗,1525.94,0.0
2021-08-02,智能家居,2432.34,0.0
2021-08-02,智能机器,3222.24,0.0
2021-08-02,智能电网,2020.09,0.0
2021-08-02,智能穿戴,2229.12,0.0
2021-08-02,有机硅,1594.15,0.0
2021-08-02,核电核能,867.04,0.0
2021-08-02,次新股,2521.27,0.0
2021-08-02,民营医院,2584.32,0.0
2021-08-02,氟概念,2639.37,0.0
2021-08-02,氢能源,1136.95,0.0
2021-08-02,水产品,602.25,0.0
2021-08-02,水利建设,1101.22,0.0
2021-08-02,汽车拆解,894.71,0.0
2021-08-02,汽车电子,1930.16,0.0
2021-08-02,海南自贸,3240.85,0.0
2021-08-02,海峡西岸,1477.73,0.0
2021-08-02,消费电子,1610.07,0.0
2021-08-02,烟草概念,1462.42,0.0
2021-08-02,燃料电池,1873.66,0.0
2021-08-02,物业管理,923.34,0.0
2021-08-02,物联网,1621.14,0.0
2021-08-02,特斯拉,3814.38,0.0
2021-08-02,特高压,1550.71,0.0
2021-08-02,猪肉,1864.7,0.0
2021-08-02,生物疫苗,4400.91,0.0
2021-08-02,生物质能,1316.82,0.0
2021-08-02,白酒概念,8731.08,0.0
2021-08-02,百度概念,1176.06,0.0
2021-08-02,盐湖提锂,1046.66,0.0
2021-08-02,知识产权,736.8,0.0
2021-08-02,石墨烯,1764.76,0.0
2021-08-02,碳中和,1281.77,0.0
2021-08-02,碳纤维,2155.03,0.0
2021-08-02,磷概念,1821.91,0.0
2021-08-02,种业,1684.28,0.0
2021-08-02,租购同权,664.14,0.0
2021-08-02,稀土永磁,954.61,0.0
2021-08-02,稀缺资源,751.96,0.0
2021-08-02,粤港澳,1510.24,0.0
2021-08-02,维生素,1531.85,0.0
2021-08-02,网红经济,897.73,0.0
2021-08-02,网络游戏,991.09,0.0
2021-08-02,职业教育,833.9,0.0
2021-08-02,聚氨酯,4313.41,0.0
2021-08-02,胎压监测,1594.02,0.0
2021-08-02,腾讯概念,639.07,0.0
2021-08-02,航运概念,984.36,0.0
2021-08-02,节能环保,2454.02,0.0
2021-08-02,芯片,1951.67,0.0
2021-08-02,苹果概念,3626.86,0.0
2021-08-02,草甘膦,1974.78,0.0
2021-08-02,虚拟现实,827.23,0.0
2021-08-02,虫害防治,1243.43,0.0
2021-08-02,赛马概念,676.5,0.0
2021-08-02,超导概念,1635.68,0.0
2021-08-02,超清视频,1963.27,0.0
2021-08-02,超级电容,1606.65,0.0
2021-08-02,跨境电商,904.25,0.0
2021-08-02,边缘计算,998.79,0.0
2021-08-02,远程办公,1139.42,0.0
2021-08-02,通达信88,2539.88,0.0
2021-08-02,量子科技,1127.13,0.0
2021-08-02,钛金属,1480.05,0.0
2021-08-02,钴金属,1195.72,0.0
2021-08-02,锂电池,2936.62,0.0
2021-08-02,阿里概念,1132.91,0.0
2021-08-02,降解塑料,1214.29,0.0
2021-08-02,雄安新区,1637.47,0.0
2021-08-02,页岩气,1189.47,0.0
2021-08-02,风沙治理,1047.75,0.0
2021-08-02,风电,1816.13,0.0
2021-08-02,食品安全,2506.16,0.0
2021-08-02,高端装备,1661.4,0.0
2021-08-02,高铁,1233.86,0.0
2021-08-02,黄金概念,963.06,0.0
2021-08-03,3D打印,2420.42,-0.01464344
2021-08-03,5G概念,1892.42,-0.01948166
2021-08-03,BIPV概念,1202.74,-0.01209075
2021-08-03,C2M概念,1453.27,-0.0102161
2021-08-03,CXO概念,1122.13,0.03758738
2021-08-03,EDA概念,1027.97,-0.03739114
2021-08-03,ETC概念,1337.01,-0.01189121
2021-08-03,HJT电池,862.28,-0.03303654
2021-08-03,MCU芯片,952.12,-0.05069942
2021-08-03,MiniLED,958.34,-0.03469047
2021-08-03,NMN概念,970.22,0.01276631
2021-08-03,OLED概念,1607.89,-0.03737031
2021-08-03,PPP概念,438.75,-0.00338452
2021-08-03,ST板块,1158.79,-0.00018119
2021-08-03,一带一路,1740.5,-0.00080372
2021-08-03,三代半导,992.59,-0.04498966
2021-08-03,上海自贸,1785.74,-0.00567948
2021-08-03,乡村振兴,1196.29,-0.01145313
2021-08-03,云游戏,854.55,-0.00767569
2021-08-03,云计算,2454.56,0.00518449
2021-08-03,互联金融,2023.48,-0.00904042
2021-08-03,人工智能,1297.48,-0.00770143
2021-08-03,人脑工程,1024.34,0.02434
2021-08-03,人造肉,1240.51,0.02295761
2021-08-03,代糖概念,959.94,-0.00207913
2021-08-03,仿制药,1177.41,0.03134115
2021-08-03,体育概念,1340.95,0.00423126
2021-08-03,信息安全,2053.55,-0.0030488
2021-08-03,储能,1106.45,-0.03282343
2021-08-03,充电桩,3130.41,-0.03338552
2021-08-03,光伏,3103.75,-0.03206843
2021-08-03,光刻机,2212.04,-0.05568457
2021-08-03,免疫治疗,1614.84,0.04462917
2021-08-03,养老概念,1154.44,0.00295385
2021-08-03,军民融合,1107.6,-0.00956809
2021-08-03,分散染料,626.37,0.00150297
2021-08-03,创投概念,1404.59,-0.00725165
2021-08-03,区块链,820.74,-0.00113184
2021-08-03,医废处理,1005.39,-0.0076201
2021-08-03,医美概念,1328.83,0.01643796
2021-08-03,华为鸿蒙,1009.51,-0.01821559
2021-08-03,博彩概念,1623.51,0.00704024
2021-08-03,卫星导航,2245.0,-0.016606
2021-08-03,口罩防护,1621.3,-0.00223394
2021-08-03,可燃冰,1231.9,-0.01720823
2021-08-03,含B股,1410.81,-0.00194544
2021-08-03,含H股,1458.31,-0.00378454
2021-08-03,含可转债,1637.83,-0.01127672
2021-08-03,固态电池,911.24,-0.04580201
2021-08-03,国产软件,1992.34,0.01514302
2021-08-03,国防军工,1651.06,-0.01694532
2021-08-03,土地流转,1328.72,-0.01990839
2021-08-03,地下管网,975.33,0.00322982
2021-08-03,地摊经济,1289.68,-0.02331006
2021-08-03,地热能,1463.78,0.00387483
2021-08-03,垃圾分类,961.16,-0.0124223
2021-08-03,基因概念,3191.96,0.04289243
2021-08-03,大数据,1218.99,0.00109226
2021-08-03,天然气,778.02,0.00361188
2021-08-03,婴童概念,2201.24,0.01657469
2021-08-03,安防服务,4842.9,-0.01276521
2021-08-03,小米概念,1673.39,-0.01713302
2021-08-03,工业互联,1671.93,0.00194765
2021-08-03,工业大麻,740.09,0.00737746
2021-08-03,工业气体,985.47,-0.01453
2021-08-03,抖音概念,757.46,-0.00500479
2021-08-03,操作系统,1116.41,-0.00767084
2021-08-03,数字孪生,982.1,0.00183617
2021-08-03,数字货币,1244.08,-0.02368433
2021-08-03,数据中心,962.87,-0.011488
2021-08-03,新型烟草,943.71,-0.01359855
2021-08-03,新材料,1030.94,-0.01467088
2021-08-03,新能源车,1612.76,-0.03566133
2021-08-03,新零售,1097.18,0.00857655
2021-08-03,无人机,708.46,-0.00789805
2021-08-03,无人驾驶,1652.67,-0.02133594
2021-08-03,无线耳机,1968.28,-0.02850882
2021-08-03,智慧城市,805.25,-0.00499203
2021-08-03,智能交通,3235.94,-0.00621892
2021-08-03,智能医疗,1557.28,0.02053816
2021-08-03,智能家居,2462.33,0.01232969
2021-08-03,智能机器,3185.74,-0.01132752
2021-08-03,智能电网,1984.62,-0.01755862
2021-08-03,智能穿戴,2168.13,-0.02736057
2021-08-03,有机硅,1567.06,-0.01699338
2021-08-03,核电核能,860.48,-0.00756597
2021-08-03,次新股,2492.23,-0.011518
2021-08-03,民营医院,2643.62,0.02294607
2021-08-03,氟概念,2548.85,-0.03429606
2021-08-03,氢能源,1115.39,-0.01896302
2021-08-03,水产品,605.86,0.00599419
2021-08-03,水利建设,1123.14,0.0199052
2021-08-03,汽车拆解,876.38,-0.02048709
2021-08-03,汽车电子,1870.55,-0.03088345
2021-08-03,海南自贸,3268.74,0.00860577
2021-08-03,海峡西岸,1470.45,-0.00492648
2021-08-03,消费电子,1578.5,-0.01960784
2021-08-03,烟草概念,1467.51,0.00348053
2021-08-03,燃料电池,1840.23,-0.01784208
2021-08-03,物业管理,921.52,-0.0019711
2021-08-03,物联网,1596.08,-0.01545826
2021-08-03,特斯拉,3698.7,-0.03032734
2021-08-03,特高压,1526.6,-0.01554772
2021-08-03,猪肉,1878.05,0.00715933
2021-08-03,生物疫苗,4601.2,0.04551104
2021-08-03,生物质能,1307.42,-0.00713841
2021-08-03,白酒概念,8773.79,0.00489172
2021-08-03,百度概念,1168.64,-0.0063092
2021-08-03,盐湖提锂,983.28,-0.06055453
2021-08-03,知识产权,747.92,0.01509229
2021-08-03,石墨烯,1708.96,-0.03161903
2021-08-03,碳中和,1267.23,-0.01134369
2021-08-03,碳纤维,2163.83,0.00408347
2021-08-03,磷概念,1722.96,-0.05431114
2021-08-03,种业,1708.16,0.01417817
2021-08-03,租购同权,667.13,0.00450206
2021-08-03,稀土永磁,905.23,-0.05172793
2021-08-03,稀缺资源,709.37,-0.05663865
2021-08-03,粤港澳,1513.42,0.00210563
2021-08-03,维生素,1554.05,0.01449228
2021-08-03,网红经济,896.08,-0.00183797
2021-08-03,网络游戏,986.23,-0.00490369
2021-08-03,职业教育,836.22,0.00278211
2021-08-03,聚氨酯,4244.82,-0.01590157
2021-08-03,胎压监测,1602.07,0.00505012
2021-08-03,腾讯概念,639.87,0.00125182
2021-08-03,航运概念,1000.34,0.0162339
2021-08-03,节能环保,2442.17,-0.00482881
2021-08-03,芯片,1866.35,-0.04371641
2021-08-03,苹果概念,3571.05,-0.01538797
2021-08-03,草甘膦,1958.41,-0.00828953
2021-08-03,虚拟现实,816.49,-0.01298309
2021-08-03,虫害防治,1248.75,0.00427849
2021-08-03,赛马概念,688.75,0.01810791
2021-08-03,超导概念,1604.03,-0.01934975
2021-08-03,超清视频,1917.0,-0.02356782
2021-08-03,超级电容,1561.52,-0.0280895
2021-08-03,跨境电商,915.36,0.01228643
2021-08-03,边缘计算,989.7,-0.00910101
2021-08-03,远程办公,1157.31,0.01570097
2021-08-03,通达信88,2559.89,0.00787832
2021-08-03,量子科技,1106.92,-0.0179305
2021-08-03,钛金属,1456.51,-0.01590487
2021-08-03,钴金属,1131.95,-0.05333188
2021-08-03,锂电池,2809.35,-0.04333894
2021-08-03,阿里概念,1119.2,-0.01210158
2021-08-03,降解塑料,1192.3,-0.01810935
2021-08-03,雄安新区,1622.79,-0.00896505
2021-08-03,页岩气,1188.04,-0.00120222
2021-08-03,风沙治理,1032.21,-0.01483178
2021-08-03,风电,1761.34,-0.03016855
2021-08-03,食品安全,2587.46,0.03244007
2021-08-03,高端装备,1656.43,-0.00299145
2021-08-03,高铁,1223.94,-0.00803981
2021-08-03,黄金概念,922.27,-0.04235458
2021-08-04,3D打印,2453.23,0.0135555
2021-08-04,5G概念,1944.84,0.02769998
2021-08-04,BIPV概念,1233.06,0.02520911
2021-08-04,C2M概念,1472.55,0.01326663
2021-08-04,CXO概念,1143.85,0.01935605
2021-08-04,EDA概念,1052.41,0.02377501
2021-08-04,ETC概念,1352.12,0.01130134
2021-08-04,HJT电池,904.53,0.04899801
2021-08-04,MCU芯片,985.65,0.03521615
2021-08-04,MiniLED,990.34,0.03339107
2021-08-04,NMN概念,975.94,0.00589557
2021-08-04,OLED概念,1665.59,0.03588554
2021-08-04,PPP概念,442.35,0.00820513
2021-08-04,ST板块,1171.61,0.01106326
2021-08-04,一带一路,1762.53,0.01265728
2021-08-04,三代半导,1028.3,0.03597659
2021-08-04,上海自贸,1799.42,0.00766069
2021-08-04,乡村振兴,1215.53,0.01608306
2021-08-04,云游戏,853.42,-0.00132233
2021-08-04,云计算,2474.05,0.00794032
2021-08-04,互联金融,2038.51,0.0074278
2021-08-04,人工智能,1312.06,0.01123717
2021-08-04,人脑工程,1028.39,0.00395377
2021-08-04,人造肉,1228.81,-0.0094316
2021-08-04,代糖概念,960.43,0.00051045
2021-08-04,仿制药,1167.95,-0.00803458
2021-08-04,体育概念,1361.19,0.01509378
2021-08-04,信息安全,2064.16,0.00516666
2021-08-04,储能,1154.43,0.04336391
2021-08-04,充电桩,3277.7,0.04705134
2021-08-04,光伏,3278.39,0.05626742
2021-08-04,光刻机,2261.51,0.02236397
2021-08-04,免疫治疗,1615.7,0.00053256
2021-08-04,养老概念,1157.57,0.00271127
2021-08-04,军民融合,1139.33,0.02864753
2021-08-04,分散染料,627.28,0.00145282
2021-08-04,创投概念,1419.16,0.01037313
2021-08-04,区块链,825.55,0.00586056
2021-08-04,医废处理,1009.2,0.00378957
2021-08-04,医美概念,1320.49,-0.0062762
2021-08-04,华为鸿蒙,1029.01,0.0193163
2021-08-04,博彩概念,1629.3,0.00356635
2021-08-04,卫星导航,2292.82,0.02130067
2021-08-04,口罩防护,1676.77,0.03421329
2021-08-04,可燃冰,1250.5,0.01509863
2021-08-04,含B股,1421.88,0.00784656
2021-08-04,含H股,1464.2,0.00403892
2021-08-04,含可转债,1667.57,0.01815817
2021-08-04,固态电池,959.99,0.05349853
2021-08-04,国产软件,2009.81,0.00876858
2021-08-04,国防军工,1701.31,0.03043499
2021-08-04,土地流转,1357.9,0.02196099
2021-08-04,地下管网,989.36,0.01438487
2021-08-04,地摊经济,1324.32,0.02685938
2021-08-04,地热能,1478.16,0.00982388
2021-08-04,垃圾分类,974.34,0.0137126
2021-08-04,基因概念,3166.11,-0.00809847
2021-08-04,大数据,1229.91,0.00895824
2021-08-04,天然气,786.11,0.01039819
2021-08-04,婴童概念,2192.78,-0.00384329
2021-08-04,安防服务,4951.38,0.0223998
2021-08-04,小米概念,1714.85,0.02477605
2021-08-04,工业互联,1711.0,0.0233682
2021-08-04,工业大麻,739.89,-0.00027024
2021-08-04,工业气体,1011.37,0.02628188
2021-08-04,抖音概念,760.52,0.00403982
2021-08-04,操作系统,1129.25,0.01150115
2021-08-04,数字孪生,989.68,0.00771815
2021-08-04,数字货币,1260.04,0.01282876
2021-08-04,数据中心,979.84,0.01762439
2021-08-04,新型烟草,969.02,0.02681968
2021-08-04,新材料,1056.4,0.02469591
2021-08-04,新能源车,1701.47,0.05500508
2021-08-04,新零售,1091.0,-0.00563262
2021-08-04,无人机,725.95,0.02468735
2021-08-04,无人驾驶,1719.75,0.04058887
2021-08-04,无线耳机,2078.7,0.05609974
2021-08-04,智慧城市,814.0,0.01086619
2021-08-04,智能交通,3285.23,0.01523205
2021-08-04,智能医疗,1555.25,-0.00130355
2021-08-04,智能家居,2477.45,0.00614053
2021-08-04,智能机器,3273.09,0.02741906
2021-08-04,智能电网,2075.01,0.04554524
2021-08-04,智能穿戴,2216.26,0.02219885
2021-08-04,有机硅,1660.26,0.05947443
2021-08-04,核电核能,880.25,0.02297555
2021-08-04,次新股,2538.02,0.0183731
2021-08-04,民营医院,2628.92,-0.00556056
2021-08-04,氟概念,2712.33,0.06413873
2021-08-04,氢能源,1166.66,0.04596598
2021-08-04,水产品,605.05,-0.00133694
2021-08-04,水利建设,1125.35,0.0019677
2021-08-04,汽车拆解,889.32,0.01476528
2021-08-04,汽车电子,1920.04,0.02645746
2021-08-04,海南自贸,3283.24,0.00443596
2021-08-04,海峡西岸,1475.49,0.00342752
2021-08-04,消费电子,1648.66,0.04444726
2021-08-04,烟草概念,1480.7,0.00898801
2021-08-04,燃料电池,1892.03,0.02814866
2021-08-04,物业管理,911.69,-0.01066716
2021-08-04,物联网,1626.6,0.01912185
2021-08-04,特斯拉,3922.67,0.06055371
2021-08-04,特高压,1571.61,0.02948382
2021-08-04,猪肉,1864.36,-0.00728948
2021-08-04,生物疫苗,4604.46,0.00070851
2021-08-04,生物质能,1312.88,0.00417616
2021-08-04,白酒概念,8637.83,-0.01549615
2021-08-04,百度概念,1197.78,0.02493497
2021-08-04,盐湖提锂,1048.54,0.0663697
2021-08-04,知识产权,747.92,0.0
2021-08-04,石墨烯,1790.08,0.04746747
2021-08-04,碳中和,1282.02,0.01167113
2021-08-04,碳纤维,2214.31,0.023329
2021-08-04,磷概念,1809.53,0.05024493
2021-08-04,种业,1710.68,0.00147527
2021-08-04,租购同权,667.09,-5.996e-05
2021-08-04,稀土永磁,952.64,0.05237343
2021-08-04,稀缺资源,742.78,0.04709813
2021-08-04,粤港澳,1532.02,0.01229005
2021-08-04,维生素,1546.74,-0.00470384
2021-08-04,网红经济,891.32,-0.00531203
2021-08-04,网络游戏,987.56,0.00134857
2021-08-04,职业教育,835.51,-0.00084906
2021-08-04,聚氨酯,4311.68,0.01575096
2021-08-04,胎压监测,1622.88,0.01298944
2021-08-04,腾讯概念,637.39,-0.00387579
2021-08-04,航运概念,996.29,-0.00404862
2021-08-04,节能环保,2502.61,0.02474848
2021-08-04,芯片,1939.66,0.03927988
2021-08-04,苹果概念,3729.04,0.04424189
2021-08-04,草甘膦,1987.46,0.01483346
2021-08-04,虚拟现实,835.6,0.02340506
2021-08-04,虫害防治,1237.53,-0.00898498
2021-08-04,赛马概念,685.78,-0.00431216
2021-08-04,超导概念,1656.88,0.03294826
2021-08-04,超清视频,1956.35,0.02052686
2021-08-04,超级电容,1613.55,0.0333201
2021-08-04,跨境电商,908.76,-0.00721028
2021-08-04,边缘计算,1004.5,0.01495403
2021-08-04,远程办公,1153.67,-0.00314522
2021-08-04,通达信88,2546.74,-0.00513694
2021-08-04,量子科技,1125.16,0.01647816
2021-08-04,钛金属,1490.31,0.02320616
2021-08-04,钴金属,1188.82,0.05024074
2021-08-04,锂电池,2998.08,0.06717924
2021-08-04,阿里概念,1124.97,0.00515547
2021-08-04,降解塑料,1206.68,0.01206072
2021-08-04,雄安新区,1642.04,0.01186229
2021-08-04,页岩气,1203.6,0.0130972
2021-08-04,风沙治理,1038.5,0.00609372
2021-08-04,风电,1822.3,0.03461001
2021-08-04,食品安全,2555.49,-0.01235575
2021-08-04,高端装备,1701.76,0.02736608
2021-08-04,高铁,1239.53,0.01273755
2021-08-04,黄金概念,946.55,0.02632635
2021-08-05,3D打印,2419.6,-0.01370846
2021-08-05,5G概念,1927.93,-0.0086948
2021-08-05,BIPV概念,1210.83,-0.01802832
2021-08-05,C2M概念,1458.39,-0.00961597
2021-08-05,CXO概念,1155.59,0.01026358
2021-08-05,EDA概念,1055.15,0.00260355
2021-08-05,ETC概念,1330.89,-0.01570127
2021-08-05,HJT电池,905.11,0.00064122
2021-08-05,MCU芯片,993.56,0.00802516
2021-08-05,MiniLED,983.14,-0.00727023
2021-08-05,NMN概念,970.36,-0.00571756
2021-08-05,OLED概念,1657.24,-0.00501324
2021-08-05,PPP概念,440.71,-0.00370747
2021-08-05,ST板块,1166.8,-0.00410546
2021-08-05,一带一路,1756.63,-0.00334746
2021-08-05,三代半导,1021.31,-0.00679763
2021-08-05,上海自贸,1792.14,-0.00404575
2021-08-05,乡村振兴,1192.1,-0.01927554
2021-08-05,云游戏,832.61,-0.02438424
2021-08-05,云计算,2418.32,-0.02252582
2021-08-05,互联金融,2014.66,-0.01169972
2021-08-05,人工智能,1290.37,-0.01653126
2021-08-05,人脑工程,1016.33,-0.01172707
2021-08-05,人造肉,1237.92,0.00741368
2021-08-05,代糖概念,946.69,-0.01430609
2021-08-05,仿制药,1149.94,-0.01542018
2021-08-05,体育概念,1341.07,-0.01478118
2021-08-05,信息安全,2022.35,-0.02025521
2021-08-05,储能,1146.15,-0.00717237
2021-08-05,充电桩,3262.32,-0.00469231
2021-08-05,光伏,3270.34,-0.00245547
2021-08-05,光刻机,2209.19,-0.02313499
2021-08-05,免疫治疗,1589.68,-0.01610447
2021-08-05,养老概念,1145.89,-0.0100901
2021-08-05,军民融合,1163.92,0.02158286
2021-08-05,分散染料,619.82,-0.01189262
2021-08-05,创投概念,1403.9,-0.01075284
2021-08-05,区块链,811.3,-0.01726122
2021-08-05,医废处理,1005.48,-0.00368609
2021-08-05,医美概念,1290.24,-0.02290816
2021-08-05,华为鸿蒙,1027.25,-0.00171038
2021-08-05,博彩概念,1603.33,-0.01593936
2021-08-05,卫星导航,2336.11,0.01888068
2021-08-05,口罩防护,1653.58,-0.01383016
2021-08-05,可燃冰,1232.42,-0.01445822
2021-08-05,含B股,1412.52,-0.00658283
2021-08-05,含H股,1460.31,-0.00265674
2021-08-05,含可转债,1664.71,-0.00171507
2021-08-05,固态电池,953.22,-0.00705216
2021-08-05,国产软件,1959.87,-0.02484812
2021-08-05,国防军工,1728.46,0.01595829
2021-08-05,土地流转,1378.17,0.01492746
2021-08-05,地下管网,984.1,-0.00531657
2021-08-05,地摊经济,1329.81,0.00414552
2021-08-05,地热能,1469.38,-0.00593982
2021-08-05,垃圾分类,967.1,-0.00743067
2021-08-05,基因概念,3102.29,-0.02015723
2021-08-05,大数据,1204.39,-0.02074949
2021-08-05,天然气,788.25,0.00272227
2021-08-05,婴童概念,2155.56,-0.01697389
2021-08-05,安防服务,4886.44,-0.01311554
2021-08-05,小米概念,1719.83,0.00290404
2021-08-05,工业互联,1676.0,-0.02045587
2021-08-05,工业大麻,735.32,-0.00617659
2021-08-05,工业气体,994.39,-0.01678911
2021-08-05,抖音概念,753.19,-0.00963814
2021-08-05,操作系统,1109.61,-0.01739207
2021-08-05,数字孪生,971.61,-0.01825843
2021-08-05,数字货币,1251.22,-0.00699978
2021-08-05,数据中心,962.19,-0.01801315
2021-08-05,新型烟草,959.46,-0.00986564
2021-08-05,新材料,1048.49,-0.00748769
2021-08-05,新能源车,1695.54,-0.00348522
2021-08-05,新零售,1078.89,-0.01109991
2021-08-05,无人机,733.43,0.01030374
2021-08-05,无人驾驶,1711.84,-0.00459951
2021-08-05,无线耳机,2060.94,-0.0085438
2021-08-05,智慧城市,800.3,-0.01683047
2021-08-05,智能交通,3234.09,-0.01556664
2021-08-05,智能医疗,1527.99,-0.01752773
2021-08-05,智能家居,2461.78,-0.00632505
2021-08-05,智能机器,3255.55,-0.00535885
2021-08-05,智能电网,2062.78,-0.00589395
2021-08-05,智能穿戴,2207.27,-0.00405638
2021-08-05,有机硅,1643.56,-0.01005867
2021-08-05,核电核能,888.98,0.00991764
2021-08-05,次新股,2520.82,-0.00677694
2021-08-05,民营医院,2596.1,-0.01248421
2021-08-05,氟概念,2676.38,-0.01325429
2021-08-05,氢能源,1174.73,0.00691718
2021-08-05,水产品,599.35,-0.00942071
2021-08-05,水利建设,1112.2,-0.01168525
2021-08-05,汽车拆解,877.67,-0.0130999
2021-08-05,汽车电子,1921.79,0.00091144
2021-08-05,海南自贸,3262.4,-0.00634739
2021-08-05,海峡西岸,1477.0,0.00102339
2021-08-05,消费电子,1647.39,-0.00077032
2021-08-05,烟草概念,1457.38,-0.01574931
2021-08-05,燃料电池,1898.68,0.00351474
2021-08-05,物业管理,934.82,0.02537047
2021-08-05,物联网,1610.69,-0.00978114
2021-08-05,特斯拉,3901.39,-0.00542488
2021-08-05,特高压,1557.06,-0.00925802
2021-08-05,猪肉,1840.31,-0.01289987
2021-08-05,生物疫苗,4586.74,-0.00384844
2021-08-05,生物质能,1299.71,-0.01003138
2021-08-05,白酒概念,8491.91,-0.01689313
2021-08-05,百度概念,1197.32,-0.00038404
2021-08-05,盐湖提锂,1048.65,0.00010491
2021-08-05,知识产权,734.91,-0.01739491
2021-08-05,石墨烯,1793.59,0.00196081
2021-08-05,碳中和,1262.97,-0.01485936
2021-08-05,碳纤维,2178.11,-0.01634821
2021-08-05,磷概念,1772.04,-0.02071809
2021-08-05,种业,1785.74,0.04387729
2021-08-05,租购同权,658.96,-0.01218726
2021-08-05,稀土永磁,943.45,-0.00964688
2021-08-05,稀缺资源,730.56,-0.01645171
2021-08-05,粤港澳,1523.28,-0.00570489
2021-08-05,维生素,1534.01,-0.00823021
2021-08-05,网红经济,874.97,-0.01834358
2021-08-05,网络游戏,969.85,-0.01793309
2021-08-05,职业教育,818.56,-0.02028701
2021-08-05,聚氨酯,4197.06,-0.02658361
2021-08-05,胎压监测,1627.85,0.00306246
2021-08-05,腾讯概念,629.68,-0.0120962
2021-08-05,航运概念,989.69,-0.00662458
2021-08-05,节能环保,2477.95,-0.00985371
2021-08-05,芯片,1934.15,-0.0028407
2021-08-05,苹果概念,3699.26,-0.00798597
2021-08-05,草甘膦,1916.51,-0.03569883
2021-08-05,虚拟现实,828.09,-0.00898755
2021-08-05,虫害防治,1221.6,-0.01287242
2021-08-05,赛马概念,675.39,-0.01515063
2021-08-05,超导概念,1700.34,0.02623002
2021-08-05,超清视频,1952.97,-0.00172771
2021-08-05,超级电容,1623.44,0.00612934
2021-08-05,跨境电商,900.92,-0.00862714
2021-08-05,边缘计算,996.26,-0.00820309
2021-08-05,远程办公,1140.05,-0.0118058
2021-08-05,通达信88,2530.09,-0.00653777
2021-08-05,量子科技,1114.17,-0.0097675
